date	hits	keyword	geo	gprop	category	UID	GEOUNIT_CODE	GEOUNIT_NAME	GTRENDS_CONCEPT	GTRENDS_MODE	low_search_volume
2017-11-01T00:00:00Z	59	/m/0w0qh	NL	web	0	5beb6e85-5fe0-4a6c-87cf-7aa3fc700aa4	GM0417	Laren	/m/0w0qh	concept	TRUE
2017-12-01T00:00:00Z	60	/m/0w0qh	NL	web	0	5beb6e85-5fe0-4a6c-87cf-7aa3fc700aa4	GM0417	Laren	/m/0w0qh	concept	TRUE
2007-01-01T00:00:00Z	48	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2007-02-01T00:00:00Z	40	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2007-03-01T00:00:00Z	43	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2007-03-31T23:00:00Z	47	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2007-04-30T23:00:00Z	35	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2007-05-31T23:00:00Z	48	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2007-06-30T23:00:00Z	39	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2007-07-31T23:00:00Z	43	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2007-08-31T23:00:00Z	43	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2007-09-30T23:00:00Z	42	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2007-11-01T00:00:00Z	39	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2007-12-01T00:00:00Z	44	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2008-01-01T00:00:00Z	39	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2008-02-01T00:00:00Z	43	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2008-03-01T00:00:00Z	45	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2008-03-31T23:00:00Z	48	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2008-04-30T23:00:00Z	49	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2008-05-31T23:00:00Z	51	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2008-06-30T23:00:00Z	47	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2008-07-31T23:00:00Z	64	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2008-08-31T23:00:00Z	43	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2008-09-30T23:00:00Z	50	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2008-11-01T00:00:00Z	49	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2008-12-01T00:00:00Z	70	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2009-01-01T00:00:00Z	53	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2009-02-01T00:00:00Z	53	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2009-03-01T00:00:00Z	53	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2009-03-31T23:00:00Z	50	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2009-04-30T23:00:00Z	59	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2009-05-31T23:00:00Z	60	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2009-06-30T23:00:00Z	50	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2009-07-31T23:00:00Z	62	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2009-08-31T23:00:00Z	54	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2009-09-30T23:00:00Z	54	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2009-11-01T00:00:00Z	46	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2009-12-01T00:00:00Z	55	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2010-01-01T00:00:00Z	55	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2010-02-01T00:00:00Z	62	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2010-03-01T00:00:00Z	63	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2010-03-31T23:00:00Z	61	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2010-04-30T23:00:00Z	68	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2010-05-31T23:00:00Z	68	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2010-06-30T23:00:00Z	57	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2010-07-31T23:00:00Z	67	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2010-08-31T23:00:00Z	65	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2010-09-30T23:00:00Z	64	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2010-11-01T00:00:00Z	56	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2010-12-01T00:00:00Z	47	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2011-01-01T00:00:00Z	55	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2011-02-01T00:00:00Z	55	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2011-03-01T00:00:00Z	67	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2011-03-31T23:00:00Z	64	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2011-04-30T23:00:00Z	61	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2011-05-31T23:00:00Z	67	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2011-06-30T23:00:00Z	60	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2011-07-31T23:00:00Z	56	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2011-08-31T23:00:00Z	63	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2011-09-30T23:00:00Z	65	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2011-11-01T00:00:00Z	57	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2011-12-01T00:00:00Z	75	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2012-01-01T00:00:00Z	61	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2012-02-01T00:00:00Z	62	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2012-03-01T00:00:00Z	61	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2012-03-31T23:00:00Z	69	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2012-04-30T23:00:00Z	57	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2012-05-31T23:00:00Z	60	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2012-06-30T23:00:00Z	72	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2012-07-31T23:00:00Z	58	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2012-08-31T23:00:00Z	70	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2012-09-30T23:00:00Z	64	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2012-11-01T00:00:00Z	54	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2012-12-01T00:00:00Z	63	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2013-01-01T00:00:00Z	64	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2013-02-01T00:00:00Z	64	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2013-03-01T00:00:00Z	64	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2013-03-31T23:00:00Z	69	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2013-04-30T23:00:00Z	65	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2013-05-31T23:00:00Z	63	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2013-06-30T23:00:00Z	62	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2013-07-31T23:00:00Z	73	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2013-08-31T23:00:00Z	62	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2013-09-30T23:00:00Z	64	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2013-11-01T00:00:00Z	65	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2013-12-01T00:00:00Z	64	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2014-01-01T00:00:00Z	62	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2014-02-01T00:00:00Z	58	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2014-03-01T00:00:00Z	69	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2014-03-31T23:00:00Z	71	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2014-04-30T23:00:00Z	70	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2014-05-31T23:00:00Z	63	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2014-06-30T23:00:00Z	67	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2014-07-31T23:00:00Z	73	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2014-08-31T23:00:00Z	64	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2014-09-30T23:00:00Z	58	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2014-11-01T00:00:00Z	65	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2014-12-01T00:00:00Z	64	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2015-01-01T00:00:00Z	64	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2015-02-01T00:00:00Z	59	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2015-03-01T00:00:00Z	68	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2015-03-31T23:00:00Z	70	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2015-04-30T23:00:00Z	68	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2015-05-31T23:00:00Z	69	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2015-06-30T23:00:00Z	77	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2015-07-31T23:00:00Z	77	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2015-08-31T23:00:00Z	81	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2015-09-30T23:00:00Z	71	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2015-11-01T00:00:00Z	70	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2015-12-01T00:00:00Z	69	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2016-01-01T00:00:00Z	76	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2016-02-01T00:00:00Z	75	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2016-03-01T00:00:00Z	75	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2016-03-31T23:00:00Z	83	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2016-04-30T23:00:00Z	95	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2016-05-31T23:00:00Z	96	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2016-06-30T23:00:00Z	91	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2016-07-31T23:00:00Z	88	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2016-08-31T23:00:00Z	82	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2016-09-30T23:00:00Z	86	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2016-11-01T00:00:00Z	88	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2016-12-01T00:00:00Z	82	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2017-01-01T00:00:00Z	94	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2017-02-01T00:00:00Z	83	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2017-03-01T00:00:00Z	89	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2017-03-31T23:00:00Z	93	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2017-04-30T23:00:00Z	100	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2017-05-31T23:00:00Z	92	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2017-06-30T23:00:00Z	100	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2017-07-31T23:00:00Z	89	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2017-08-31T23:00:00Z	95	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2017-09-30T23:00:00Z	85	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2017-11-01T00:00:00Z	93	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2017-12-01T00:00:00Z	97	/m/0w0vd	NL	web	0	e5461a7e-781c-47b4-8238-780fb2a420f7	GM0431	Oostzaan	/m/0w0vd	concept	TRUE
2007-01-01T00:00:00Z	70	/m/0w0wk	NL	web	0	9513c034-deaa-4334-a464-ce063a3e82d5	GM0437	Ouder-Amstel	/m/0w0wk	concept	TRUE
2007-02-01T00:00:00Z	54	/m/0w0wk	NL	web	0	9513c034-deaa-4334-a464-ce063a3e82d5	GM0437	Ouder-Amstel	/m/0w0wk	concept	TRUE
2007-03-01T00:00:00Z	74	/m/0w0wk	NL	web	0	9513c034-deaa-4334-a464-ce063a3e82d5	GM0437	Ouder-Amstel	/m/0w0wk	concept	TRUE
2007-03-31T23:00:00Z	77	/m/0w0wk	NL	web	0	9513c034-deaa-4334-a464-ce063a3e82d5	GM0437	Ouder-Amstel	/m/0w0wk	concept	TRUE
2007-04-30T23:00:00Z	77	/m/0w0wk	NL	web	0	9513c034-deaa-4334-a464-ce063a3e82d5	GM0437	Ouder-Amstel	/m/0w0wk	concept	TRUE
2007-05-31T23:00:00Z	87	/m/0w0wk	NL	web	0	9513c034-deaa-4334-a464-ce063a3e82d5	GM0437	Ouder-Amstel	/m/0w0wk	concept	TRUE
2007-06-30T23:00:00Z	98	/m/0w0wk	NL	web	0	9513c034-deaa-4334-a464-ce063a3e82d5	GM0437	Ouder-Amstel	/m/0w0wk	concept	TRUE
2007-07-31T23:00:00Z	48	/m/0w0wk	NL	web	0	9513c034-deaa-4334-a464-ce063a3e82d5	GM0437	Ouder-Amstel	/m/0w0wk	concept	TRUE
2007-08-31T23:00:00Z	74	/m/0w0wk	NL	web	0	9513c034-deaa-4334-a464-ce063a3e82d5	GM0437	Ouder-Amstel	/m/0w0wk	concept	TRUE
2007-09-30T23:00:00Z	84	/m/0w0wk	NL	web	0	9513c034-deaa-4334-a464-ce063a3e82d5	GM0437	Ouder-Amstel	/m/0w0wk	concept	TRUE
2007-11-01T00:00:00Z	72	/m/0w0wk	NL	web	0	9513c034-deaa-4334-a464-ce063a3e82d5	GM0437	Ouder-Amstel	/m/0w0wk	concept	TRUE
2007-12-01T00:00:00Z	42	/m/0w0wk	NL	web	0	9513c034-deaa-4334-a464-ce063a3e82d5	GM0437	Ouder-Amstel	/m/0w0wk	concept	TRUE
2008-01-01T00:00:00Z	82	/m/0w0wk	NL	web	0	9513c034-deaa-4334-a464-ce063a3e82d5	GM0437	Ouder-Amstel	/m/0w0wk	concept	TRUE
2008-02-01T00:00:00Z	75	/m/0w0wk	NL	web	0	9513c034-deaa-4334-a464-ce063a3e82d5	GM0437	Ouder-Amstel	/m/0w0wk	concept	TRUE
2008-03-01T00:00:00Z	53	/m/0w0wk	NL	web	0	9513c034-deaa-4334-a464-ce063a3e82d5	GM0437	Ouder-Amstel	/m/0w0wk	concept	TRUE
2008-03-31T23:00:00Z	49	/m/0w0wk	NL	web	0	9513c034-deaa-4334-a464-ce063a3e82d5	GM0437	Ouder-Amstel	/m/0w0wk	concept	TRUE
2008-04-30T23:00:00Z	46	/m/0w0wk	NL	web	0	9513c034-deaa-4334-a464-ce063a3e82d5	GM0437	Ouder-Amstel	/m/0w0wk	concept	TRUE
2008-05-31T23:00:00Z	80	/m/0w0wk	NL	web	0	9513c034-deaa-4334-a464-ce063a3e82d5	GM0437	Ouder-Amstel	/m/0w0wk	concept	TRUE
2008-06-30T23:00:00Z	69	/m/0w0wk	NL	web	0	9513c034-deaa-4334-a464-ce063a3e82d5	GM0437	Ouder-Amstel	/m/0w0wk	concept	TRUE
2008-07-31T23:00:00Z	67	/m/0w0wk	NL	web	0	9513c034-deaa-4334-a464-ce063a3e82d5	GM0437	Ouder-Amstel	/m/0w0wk	concept	TRUE
2008-08-31T23:00:00Z	79	/m/0w0wk	NL	web	0	9513c034-deaa-4334-a464-ce063a3e82d5	GM0437	Ouder-Amstel	/m/0w0wk	concept	TRUE
2008-09-30T23:00:00Z	63	/m/0w0wk	NL	web	0	9513c034-deaa-4334-a464-ce063a3e82d5	GM0437	Ouder-Amstel	/m/0w0wk	concept	TRUE
2008-11-01T00:00:00Z	74	/m/0w0wk	NL	web	0	9513c034-deaa-4334-a464-ce063a3e82d5	GM0437	Ouder-Amstel	/m/0w0wk	concept	TRUE
